part_id,tote_id,quantity
PART_01,TOTE_0599,10
PART_01,TOTE_0600,10
PART_01,TOTE_0601,10
PART_01,TOTE_0602,10
PART_01,TOTE_0603,10
PART_01,TOTE_0604,10
PART_01,TOTE_0605,10
PART_01,TOTE_0606,10
PART_01,TOTE_0607,10
PART_01,TOTE_0608,10
PART_01,TOTE_0609,10
PART_01,TOTE_0610,10
PART_01,TOTE_0611,10
PART_01,TOTE_0612,10
PART_01,TOTE_0613,10
PART_01,TOTE_0614,10
PART_01,TOTE_0615,10
PART_01,TOTE_0616,10
PART_01,TOTE_0617,10
PART_01,TOTE_0618,10
PART_01,TOTE_0619,10
PART_01,TOTE_0620,10
PART_01,TOTE_0621,10
PART_01,TOTE_0622,10
PART_01,TOTE_0623,10
PART_01,TOTE_0624,10
PART_01,TOTE_0625,10
PART_01,TOTE_0626,10
PART_01,TOTE_0627,10
PART_01,TOTE_0628,10
PART_01,TOTE_0629,10
PART_01,TOTE_0630,10
PART_01,TOTE_0631,10
PART_01,TOTE_0632,10
PART_01,TOTE_0633,10
PART_01,TOTE_0634,10
PART_01,TOTE_0635,10
PART_01,TOTE_0636,10
PART_01,TOTE_0637,10
PART_01,TOTE_0638,10
PART_01,TOTE_0639,10
PART_01,TOTE_0640,10
PART_01,TOTE_0641,10
PART_01,TOTE_0642,10
PART_01,TOTE_0643,10
PART_01,TOTE_0644,10
PART_01,TOTE_0645,10
PART_01,TOTE_0646,10
PART_01,TOTE_0647,10
PART_01,TOTE_0648,10
PART_01,TOTE_0649,10
PART_01,TOTE_0650,10
PART_01,TOTE_0651,10
PART_01,TOTE_0652,10
PART_01,TOTE_0653,10
PART_01,TOTE_0654,10
PART_01,TOTE_0655,10
PART_01,TOTE_0656,10
PART_01,TOTE_0657,10
PART_01,TOTE_0658,10
PART_01,TOTE_0659,10
PART_01,TOTE_0660,10
PART_01,TOTE_0661,10
PART_01,TOTE_0662,10
PART_01,TOTE_0663,10
PART_01,TOTE_0664,10
PART_01,TOTE_0665,10
PART_01,TOTE_0666,10
PART_01,TOTE_0667,10
PART_01,TOTE_0668,10
PART_01,TOTE_0669,10
PART_01,TOTE_0670,10
PART_01,TOTE_0671,10
PART_01,TOTE_0672,10
PART_01,TOTE_0673,10
PART_01,TOTE_0674,10
PART_01,TOTE_0675,10
PART_01,TOTE_0676,10
PART_01,TOTE_0677,10
PART_01,TOTE_0678,10
PART_01,TOTE_0679,10
PART_01,TOTE_0680,10
PART_01,TOTE_0681,10
PART_01,TOTE_0682,10
PART_01,TOTE_0683,10
PART_01,TOTE_0684,10
PART_01,TOTE_0685,10
PART_01,TOTE_0686,10
PART_01,TOTE_0687,10
PART_01,TOTE_0688,10
PART_01,TOTE_0689,10
PART_01,TOTE_0690,10
PART_01,TOTE_0691,10
PART_01,TOTE_0692,10
PART_01,TOTE_0693,10
PART_01,TOTE_0694,10
PART_01,TOTE_0695,10
PART_01,TOTE_0696,10
PART_01,TOTE_0697,10
PART_01,TOTE_0698,10
PART_01,TOTE_0699,10
PART_01,TOTE_0700,10
PART_01,TOTE_0701,10
PART_01,TOTE_0702,10
PART_01,TOTE_0703,10
PART_01,TOTE_0704,10
PART_01,TOTE_0705,10
PART_01,TOTE_0706,10
PART_01,TOTE_0707,10
PART_01,TOTE_0708,10
PART_01,TOTE_0709,10
PART_01,TOTE_0710,10
PART_01,TOTE_0711,10
PART_01,TOTE_0712,10
PART_01,TOTE_0713,10
PART_01,TOTE_0714,10
PART_01,TOTE_0715,10
PART_01,TOTE_0716,10
PART_01,TOTE_0717,10
PART_01,TOTE_0718,10
PART_01,TOTE_0719,10
PART_01,TOTE_0720,10
PART_01,TOTE_0721,10
PART_01,TOTE_0722,10
PART_01,TOTE_0723,10
PART_01,TOTE_0724,10
PART_01,TOTE_0725,10
PART_01,TOTE_0726,10
PART_01,TOTE_0727,10
PART_01,TOTE_0728,10
PART_01,TOTE_0729,10
PART_01,TOTE_0730,10
PART_01,TOTE_0731,10
PART_01,TOTE_0732,10
PART_01,TOTE_0733,10
PART_01,TOTE_0734,10
PART_01,TOTE_0735,10
PART_01,TOTE_0736,10
PART_01,TOTE_0737,10
PART_01,TOTE_0738,10
PART_01,TOTE_0739,10
PART_01,TOTE_0740,10
PART_01,TOTE_0741,10
PART_01,TOTE_0742,10
PART_01,TOTE_0743,10
PART_01,TOTE_0744,10
PART_01,TOTE_0745,10
PART_01,TOTE_0746,10
PART_01,TOTE_0747,10
PART_01,TOTE_0748,10
PART_01,TOTE_0749,10
PART_01,TOTE_0750,10
PART_01,TOTE_0751,10
PART_01,TOTE_0752,10
PART_01,TOTE_0753,10
PART_01,TOTE_0754,10
PART_01,TOTE_0755,10
PART_01,TOTE_0756,10
PART_01,TOTE_0757,10
PART_01,TOTE_0758,10
PART_01,TOTE_0759,10
PART_01,TOTE_0760,10
PART_01,TOTE_0761,10
PART_01,TOTE_0762,10
PART_01,TOTE_0763,10
PART_01,TOTE_0764,10
PART_01,TOTE_0765,10
PART_01,TOTE_0766,10
PART_01,TOTE_0767,10
PART_01,TOTE_0768,10
PART_01,TOTE_0769,10
PART_01,TOTE_0770,10
PART_01,TOTE_0771,10
PART_01,TOTE_0772,10
PART_01,TOTE_0773,10
PART_01,TOTE_0774,10
PART_01,TOTE_0775,10
PART_01,TOTE_0776,10
PART_01,TOTE_0777,10
PART_01,TOTE_0778,10
PART_01,TOTE_0779,10
PART_01,TOTE_0780,10
PART_01,TOTE_0781,10
PART_01,TOTE_0782,10
PART_01,TOTE_0783,10
PART_01,TOTE_0784,10
PART_01,TOTE_0785,10
PART_01,TOTE_0786,10
PART_01,TOTE_0787,10
PART_01,TOTE_0788,10
PART_01,TOTE_0789,10
PART_01,TOTE_0790,10
PART_01,TOTE_0791,10
PART_01,TOTE_0792,10
PART_01,TOTE_0793,10
PART_01,TOTE_0794,10
PART_01,TOTE_0795,10
PART_01,TOTE_0796,10
PART_01,TOTE_0797,10
PART_01,TOTE_0798,10
PART_01,TOTE_0799,10
PART_01,TOTE_0800,10
PART_01,TOTE_0801,10
PART_01,TOTE_0802,10
PART_01,TOTE_0803,10
PART_01,TOTE_0804,10
PART_01,TOTE_0805,10
PART_01,TOTE_0806,10
PART_01,TOTE_0807,10
PART_01,TOTE_0808,10
PART_01,TOTE_0809,10
PART_01,TOTE_0810,10
PART_01,TOTE_0811,10
PART_01,TOTE_0812,10
PART_01,TOTE_0813,10
PART_01,TOTE_0814,10
PART_01,TOTE_0815,10
PART_01,TOTE_0816,10
PART_01,TOTE_0817,10
PART_01,TOTE_0818,10
PART_01,TOTE_0819,10
PART_01,TOTE_0820,10
PART_01,TOTE_0821,10
PART_01,TOTE_0822,10
PART_01,TOTE_0823,10
PART_01,TOTE_0824,10
PART_01,TOTE_0825,10
PART_01,TOTE_0826,10
PART_01,TOTE_0827,10
PART_01,TOTE_0828,10
PART_01,TOTE_0829,10
PART_01,TOTE_0830,10
PART_01,TOTE_0831,10
PART_01,TOTE_0832,10
PART_01,TOTE_0833,10
PART_01,TOTE_0834,10
PART_01,TOTE_0835,10
PART_01,TOTE_0836,10
PART_01,TOTE_0837,10
PART_01,TOTE_0838,10
PART_01,TOTE_0839,10
PART_01,TOTE_0840,10
PART_01,TOTE_0841,10
PART_01,TOTE_0842,10
PART_01,TOTE_0843,10
PART_01,TOTE_0844,10
PART_01,TOTE_0845,10
PART_01,TOTE_0846,10
PART_01,TOTE_0847,10
PART_01,TOTE_0848,10
PART_01,TOTE_0849,10
PART_01,TOTE_0850,10
PART_01,TOTE_0851,10
PART_01,TOTE_0852,10
PART_01,TOTE_0853,10
PART_01,TOTE_0854,10
PART_01,TOTE_0855,10
PART_01,TOTE_0856,10
PART_01,TOTE_0857,10
PART_01,TOTE_0858,10
PART_01,TOTE_0859,10
PART_01,TOTE_0860,10
PART_01,TOTE_0861,10
PART_01,TOTE_0862,10
PART_01,TOTE_0863,10
PART_01,TOTE_0864,10
PART_01,TOTE_0865,10
PART_01,TOTE_0866,10
PART_01,TOTE_0867,10
PART_01,TOTE_0868,10
PART_01,TOTE_0869,10
PART_01,TOTE_0870,10
PART_01,TOTE_0871,10
PART_01,TOTE_0872,10
PART_01,TOTE_0873,10
PART_01,TOTE_0874,10
PART_01,TOTE_0875,10
PART_01,TOTE_0876,10
PART_01,TOTE_0877,10
PART_01,TOTE_0878,10
PART_01,TOTE_0879,10
PART_01,TOTE_0880,10
PART_01,TOTE_0881,10
PART_01,TOTE_0882,10
PART_01,TOTE_0883,10
PART_01,TOTE_0884,10
PART_01,TOTE_0885,10
PART_01,TOTE_0886,10
PART_01,TOTE_0887,10
PART_01,TOTE_0888,10
PART_01,TOTE_0889,10
PART_01,TOTE_0890,10
PART_01,TOTE_0891,10
PART_01,TOTE_0892,10
PART_01,TOTE_0893,10
PART_01,TOTE_0894,10
PART_01,TOTE_0895,10
PART_01,TOTE_0896,10
PART_01,TOTE_0897,10
PART_01,TOTE_0898,10
PART_01,TOTE_0899,10
PART_01,TOTE_0900,10
PART_01,TOTE_0901,10
PART_01,TOTE_0992,1
PART_01,TOTE_0996,9
PART_02,TOTE_0099,120
PART_02,TOTE_0100,120
PART_02,TOTE_0101,120
PART_02,TOTE_0102,120
PART_02,TOTE_0103,120
PART_02,TOTE_0104,120
PART_02,TOTE_0105,120
PART_02,TOTE_0106,120
PART_02,TOTE_0107,120
PART_02,TOTE_0108,120
PART_02,TOTE_0109,120
PART_02,TOTE_0110,120
PART_02,TOTE_0111,120
PART_02,TOTE_0112,120
PART_02,TOTE_0113,120
PART_02,TOTE_0114,120
PART_02,TOTE_0115,120
PART_02,TOTE_0116,120
PART_02,TOTE_0117,120
PART_02,TOTE_0118,120
PART_02,TOTE_0119,120
PART_02,TOTE_0120,120
PART_02,TOTE_0121,120
PART_02,TOTE_0122,120
PART_02,TOTE_0123,120
PART_02,TOTE_0124,120
PART_02,TOTE_0125,120
PART_02,TOTE_0126,120
PART_02,TOTE_0127,120
PART_02,TOTE_0128,120
PART_02,TOTE_0129,120
PART_02,TOTE_0130,120
PART_02,TOTE_0131,120
PART_02,TOTE_0132,120
PART_02,TOTE_0133,120
PART_02,TOTE_0134,120
PART_02,TOTE_0135,120
PART_02,TOTE_0136,120
PART_02,TOTE_0137,120
PART_02,TOTE_0138,120
PART_02,TOTE_0139,120
PART_02,TOTE_0140,120
PART_02,TOTE_0141,120
PART_02,TOTE_0142,120
PART_02,TOTE_0143,120
PART_02,TOTE_0144,120
PART_02,TOTE_0145,120
PART_02,TOTE_0146,120
PART_02,TOTE_0147,120
PART_02,TOTE_0148,120
PART_02,TOTE_0149,120
PART_02,TOTE_0150,120
PART_02,TOTE_0151,120
PART_02,TOTE_0152,120
PART_02,TOTE_0153,120
PART_02,TOTE_0154,120
PART_02,TOTE_0155,120
PART_02,TOTE_0156,120
PART_02,TOTE_0157,120
PART_02,TOTE_0158,120
PART_02,TOTE_0159,120
PART_02,TOTE_0160,120
PART_02,TOTE_0161,120
PART_02,TOTE_0162,120
PART_02,TOTE_0163,120
PART_02,TOTE_0164,120
PART_02,TOTE_0165,120
PART_02,TOTE_0166,120
PART_02,TOTE_0167,120
PART_02,TOTE_0168,120
PART_02,TOTE_0169,120
PART_02,TOTE_0170,120
PART_02,TOTE_0171,120
PART_02,TOTE_0172,120
PART_02,TOTE_0173,120
PART_02,TOTE_0174,120
PART_02,TOTE_0175,120
PART_02,TOTE_0176,120
PART_02,TOTE_0177,120
PART_02,TOTE_0178,120
PART_02,TOTE_0179,120
PART_02,TOTE_0180,120
PART_02,TOTE_0181,120
PART_02,TOTE_0182,120
PART_02,TOTE_0183,120
PART_02,TOTE_0184,120
PART_02,TOTE_0185,120
PART_02,TOTE_0186,120
PART_02,TOTE_0187,120
PART_02,TOTE_0188,120
PART_02,TOTE_0189,120
PART_02,TOTE_0190,120
PART_02,TOTE_0191,20
PART_02,TOTE_0548,20
PART_02,TOTE_0549,20
PART_02,TOTE_0550,20
PART_02,TOTE_0551,20
PART_02,TOTE_0552,20
PART_02,TOTE_0553,20
PART_02,TOTE_0554,20
PART_02,TOTE_0555,20
PART_02,TOTE_0556,20
PART_02,TOTE_0557,20
PART_02,TOTE_0558,20
PART_02,TOTE_0559,20
PART_02,TOTE_0560,20
PART_02,TOTE_0561,20
PART_02,TOTE_0562,20
PART_02,TOTE_0563,20
PART_02,TOTE_0564,20
PART_02,TOTE_0565,20
PART_02,TOTE_0566,20
PART_02,TOTE_0567,20
PART_02,TOTE_0568,20
PART_02,TOTE_0569,20
PART_02,TOTE_0570,20
PART_02,TOTE_0571,20
PART_02,TOTE_0572,20
PART_02,TOTE_0573,20
PART_02,TOTE_0574,20
PART_02,TOTE_0575,20
PART_02,TOTE_0576,20
PART_02,TOTE_0577,20
PART_02,TOTE_0578,20
PART_02,TOTE_0579,20
PART_02,TOTE_0580,20
PART_02,TOTE_0581,20
PART_02,TOTE_0582,20
PART_02,TOTE_0583,20
PART_02,TOTE_0584,20
PART_02,TOTE_0585,20
PART_02,TOTE_0586,20
PART_02,TOTE_0587,20
PART_02,TOTE_0588,20
PART_02,TOTE_0589,20
PART_02,TOTE_0590,20
PART_02,TOTE_0591,20
PART_02,TOTE_0592,20
PART_02,TOTE_0593,20
PART_02,TOTE_0594,20
PART_02,TOTE_0595,20
PART_02,TOTE_0596,20
PART_02,TOTE_0597,20
PART_02,TOTE_0598,20
PART_02,TOTE_0599,20
PART_02,TOTE_0600,20
PART_02,TOTE_0601,20
PART_02,TOTE_0602,20
PART_02,TOTE_0603,20
PART_02,TOTE_0604,20
PART_02,TOTE_0605,20
PART_02,TOTE_0606,20
PART_02,TOTE_0607,20
PART_02,TOTE_0608,20
PART_02,TOTE_0609,20
PART_02,TOTE_0610,20
PART_02,TOTE_0611,20
PART_02,TOTE_0612,20
PART_02,TOTE_0613,20
PART_02,TOTE_0614,20
PART_02,TOTE_0615,20
PART_02,TOTE_0616,20
PART_02,TOTE_0617,20
PART_02,TOTE_0618,20
PART_02,TOTE_0619,20
PART_02,TOTE_0620,20
PART_02,TOTE_0621,20
PART_02,TOTE_0622,20
PART_02,TOTE_0623,20
PART_02,TOTE_0624,20
PART_02,TOTE_0625,20
PART_02,TOTE_0626,20
PART_02,TOTE_0627,20
PART_02,TOTE_0628,20
PART_02,TOTE_0629,20
PART_02,TOTE_0630,20
PART_02,TOTE_0631,20
PART_02,TOTE_0632,20
PART_02,TOTE_0633,20
PART_02,TOTE_0634,20
PART_02,TOTE_0635,20
PART_02,TOTE_0636,20
PART_02,TOTE_0637,20
PART_02,TOTE_0638,20
PART_02,TOTE_0639,20
PART_02,TOTE_0640,20
PART_02,TOTE_0641,20
PART_02,TOTE_0642,20
PART_02,TOTE_0643,20
PART_02,TOTE_0644,20
PART_02,TOTE_0645,20
PART_02,TOTE_0646,20
PART_02,TOTE_0647,20
PART_02,TOTE_0648,20
PART_02,TOTE_0649,20
PART_02,TOTE_0650,20
PART_02,TOTE_0651,20
PART_02,TOTE_0652,20
PART_02,TOTE_0653,20
PART_02,TOTE_0654,20
PART_02,TOTE_0655,20
PART_02,TOTE_0656,20
PART_02,TOTE_0657,20
PART_02,TOTE_0658,20
PART_02,TOTE_0659,20
PART_02,TOTE_0660,20
PART_02,TOTE_0661,20
PART_02,TOTE_0662,20
PART_02,TOTE_0663,20
PART_02,TOTE_0664,20
PART_02,TOTE_0665,20
PART_02,TOTE_0666,20
PART_02,TOTE_0667,20
PART_02,TOTE_0668,20
PART_02,TOTE_0669,20
PART_02,TOTE_0670,20
PART_02,TOTE_0671,20
PART_02,TOTE_0672,20
PART_02,TOTE_0673,20
PART_02,TOTE_0674,20
PART_02,TOTE_0675,20
PART_02,TOTE_0676,20
PART_02,TOTE_0677,20
PART_02,TOTE_0678,20
PART_02,TOTE_0679,20
PART_02,TOTE_0680,20
PART_02,TOTE_0681,20
PART_02,TOTE_0682,20
PART_02,TOTE_0683,20
PART_02,TOTE_0684,20
PART_02,TOTE_0685,20
PART_02,TOTE_0686,20
PART_02,TOTE_0687,20
PART_02,TOTE_0688,20
PART_02,TOTE_0689,20
PART_02,TOTE_0690,20
PART_02,TOTE_0691,20
PART_02,TOTE_0692,20
PART_02,TOTE_0693,20
PART_02,TOTE_0694,20
PART_02,TOTE_0695,20
PART_02,TOTE_0696,20
PART_02,TOTE_0697,20
PART_02,TOTE_0698,20
PART_02,TOTE_0699,20
PART_02,TOTE_0700,20
PART_02,TOTE_0701,20
PART_02,TOTE_0702,20
PART_02,TOTE_0703,20
PART_02,TOTE_0704,20
PART_02,TOTE_0705,20
PART_02,TOTE_0706,20
PART_02,TOTE_0707,20
PART_02,TOTE_0708,20
PART_02,TOTE_0709,20
PART_02,TOTE_0710,20
PART_02,TOTE_0711,20
PART_02,TOTE_0712,20
PART_02,TOTE_0713,20
PART_02,TOTE_0714,20
PART_02,TOTE_0715,20
PART_02,TOTE_0716,20
PART_02,TOTE_0717,20
PART_02,TOTE_0718,20
PART_02,TOTE_0719,20
PART_02,TOTE_0720,20
PART_02,TOTE_0721,20
PART_02,TOTE_0722,20
PART_02,TOTE_0723,20
PART_02,TOTE_0724,20
PART_02,TOTE_0725,20
PART_02,TOTE_0726,20
PART_02,TOTE_0727,20
PART_02,TOTE_0728,20
PART_02,TOTE_0729,20
PART_02,TOTE_0730,20
PART_02,TOTE_0731,20
PART_02,TOTE_0732,20
PART_02,TOTE_0733,20
PART_02,TOTE_0734,20
PART_02,TOTE_0735,20
PART_02,TOTE_0736,20
PART_02,TOTE_0737,20
PART_02,TOTE_0738,20
PART_02,TOTE_0739,20
PART_02,TOTE_0740,20
PART_02,TOTE_0741,20
PART_02,TOTE_0742,20
PART_02,TOTE_0743,20
PART_02,TOTE_0744,20
PART_02,TOTE_0745,20
PART_02,TOTE_0746,20
PART_02,TOTE_0747,20
PART_02,TOTE_0748,20
PART_02,TOTE_0749,20
PART_02,TOTE_0750,20
PART_02,TOTE_0751,20
PART_02,TOTE_0752,20
PART_02,TOTE_0753,20
PART_02,TOTE_0754,20
PART_02,TOTE_0755,20
PART_02,TOTE_0756,20
PART_02,TOTE_0757,20
PART_02,TOTE_0758,20
PART_02,TOTE_0759,20
PART_02,TOTE_0760,20
PART_02,TOTE_0761,20
PART_02,TOTE_0762,20
PART_02,TOTE_0763,20
PART_02,TOTE_0764,20
PART_02,TOTE_0765,20
PART_02,TOTE_0766,20
PART_02,TOTE_0767,20
PART_02,TOTE_0768,20
PART_02,TOTE_0769,20
PART_02,TOTE_0770,20
PART_02,TOTE_0771,20
PART_02,TOTE_0772,20
PART_02,TOTE_0773,20
PART_02,TOTE_0774,20
PART_02,TOTE_0775,20
PART_02,TOTE_0776,20
PART_02,TOTE_0777,20
PART_02,TOTE_0778,20
PART_02,TOTE_0779,20
PART_02,TOTE_0780,20
PART_02,TOTE_0781,20
PART_02,TOTE_0782,20
PART_02,TOTE_0783,20
PART_02,TOTE_0784,20
PART_02,TOTE_0785,20
PART_02,TOTE_0786,20
PART_02,TOTE_0787,20
PART_02,TOTE_0788,20
PART_02,TOTE_0789,20
PART_02,TOTE_0790,20
PART_02,TOTE_0791,20
PART_02,TOTE_0792,20
PART_02,TOTE_0793,20
PART_02,TOTE_0794,20
PART_02,TOTE_0795,20
PART_02,TOTE_0796,20
PART_02,TOTE_0797,20
PART_02,TOTE_0798,20
PART_02,TOTE_0799,20
PART_02,TOTE_0800,20
PART_02,TOTE_0801,20
PART_02,TOTE_0802,20
PART_02,TOTE_0803,20
PART_02,TOTE_0804,20
PART_02,TOTE_0805,20
PART_02,TOTE_0806,20
PART_02,TOTE_0807,20
PART_02,TOTE_0808,20
PART_02,TOTE_0809,20
PART_02,TOTE_0810,20
PART_02,TOTE_0811,20
PART_02,TOTE_0812,20
PART_02,TOTE_0813,20
PART_02,TOTE_0814,20
PART_02,TOTE_0815,20
PART_02,TOTE_0816,20
PART_02,TOTE_0817,20
PART_02,TOTE_0818,20
PART_02,TOTE_0819,20
PART_02,TOTE_0820,20
PART_02,TOTE_0821,20
PART_02,TOTE_0822,20
PART_02,TOTE_0823,20
PART_02,TOTE_0824,20
PART_02,TOTE_0825,20
PART_02,TOTE_0826,20
PART_02,TOTE_0827,20
PART_02,TOTE_0828,20
PART_02,TOTE_0829,20
PART_02,TOTE_0830,20
PART_02,TOTE_0831,20
PART_02,TOTE_0832,20
PART_02,TOTE_0833,20
PART_02,TOTE_0834,20
PART_02,TOTE_0835,20
PART_02,TOTE_0836,20
PART_02,TOTE_0837,20
PART_02,TOTE_0838,20
PART_02,TOTE_0839,20
PART_02,TOTE_0840,20
PART_02,TOTE_0841,20
PART_02,TOTE_0842,20
PART_02,TOTE_0843,20
PART_02,TOTE_0844,20
PART_02,TOTE_0845,20
PART_02,TOTE_0846,20
PART_02,TOTE_0847,20
PART_02,TOTE_0848,20
PART_02,TOTE_0849,20
PART_02,TOTE_0850,20
PART_02,TOTE_0851,20
PART_02,TOTE_0852,20
PART_02,TOTE_0853,20
PART_02,TOTE_0854,20
PART_02,TOTE_0855,20
PART_02,TOTE_0856,20
PART_02,TOTE_0857,20
PART_02,TOTE_0858,20
PART_02,TOTE_0859,20
PART_02,TOTE_0860,20
PART_02,TOTE_0861,20
PART_02,TOTE_0862,20
PART_02,TOTE_0863,20
PART_02,TOTE_0864,20
PART_02,TOTE_0865,20
PART_02,TOTE_0866,20
PART_02,TOTE_0867,20
PART_02,TOTE_0868,20
PART_02,TOTE_0869,20
PART_02,TOTE_0870,20
PART_02,TOTE_0871,20
PART_02,TOTE_0872,20
PART_02,TOTE_0994,4
PART_02,TOTE_0995,2
PART_02,TOTE_0997,14
PART_03,TOTE_0192,200
PART_03,TOTE_0193,200
PART_03,TOTE_0194,200
PART_03,TOTE_0195,200
PART_03,TOTE_0196,200
PART_03,TOTE_0197,200
PART_03,TOTE_0198,200
PART_03,TOTE_0199,200
PART_03,TOTE_0200,200
PART_03,TOTE_0201,200
PART_03,TOTE_0202,200
PART_03,TOTE_0203,200
PART_03,TOTE_0204,200
PART_03,TOTE_0205,200
PART_03,TOTE_0206,200
PART_03,TOTE_0207,200
PART_03,TOTE_0208,200
PART_03,TOTE_0209,200
PART_03,TOTE_0210,200
PART_03,TOTE_0211,200
PART_03,TOTE_0212,200
PART_03,TOTE_0213,200
PART_03,TOTE_0214,200
PART_03,TOTE_0215,200
PART_03,TOTE_0216,200
PART_03,TOTE_0217,200
PART_03,TOTE_0218,200
PART_03,TOTE_0219,200
PART_03,TOTE_0220,200
PART_03,TOTE_0221,200
PART_03,TOTE_0222,200
PART_03,TOTE_0223,200
PART_03,TOTE_0224,200
PART_03,TOTE_0225,200
PART_03,TOTE_0226,200
PART_03,TOTE_0227,200
PART_03,TOTE_0228,200
PART_03,TOTE_0229,200
PART_03,TOTE_0230,200
PART_03,TOTE_0231,200
PART_03,TOTE_0232,200
PART_03,TOTE_0233,200
PART_03,TOTE_0234,200
PART_03,TOTE_0235,200
PART_03,TOTE_0236,200
PART_03,TOTE_0237,200
PART_03,TOTE_0238,200
PART_03,TOTE_0239,200
PART_03,TOTE_0240,200
PART_03,TOTE_0241,200
PART_03,TOTE_0242,200
PART_03,TOTE_0243,200
PART_03,TOTE_0244,200
PART_03,TOTE_0245,200
PART_03,TOTE_0246,200
PART_03,TOTE_0247,200
